signal,threshold,strategy,lead_months,oos_sharpe,oos_ann_return,max_drawdown,annual_turnover,oos_n,valid
S3_mom,T1_p50,P3,6,0.5183,8.71,-29.65,13.0,96,True
S3_mom,T1_p75,P1,6,0.4381,4.32,-19.42,4.89,96,True
S3_mom,T1_p75,P2,6,0.9023,9.11,-16.24,2.6,96,True
S3_mom,T1_p75,P3,6,-0.3641,-6.16,-50.32,9.78,96,False
S3_mom,T2_rp25,P1,6,1.311,17.97,-19.42,4.42,96,True
S3_mom,T2_rp25,P2,6,0.9023,9.11,-16.24,2.6,96,True
S3_mom,T2_rp25,P3,6,1.333,21.14,-19.42,8.83,96,True
S3_mom,T2_rp50,P1,6,1.058,12.13,-19.42,5.75,96,True
S3_mom,T2_rp50,P2,6,0.9023,9.11,-16.24,2.6,96,True
S3_mom,T2_rp50,P3,6,0.5633,9.45,-29.65,11.5,96,True
S3_mom,T2_rp75,P1,6,0.3783,3.35,-20.07,4.39,96,True
S3_mom,T2_rp75,P2,6,0.9023,9.11,-16.24,2.6,96,True
S3_mom,T2_rp75,P3,6,-0.4815,-8.11,-57.51,8.78,96,False
S3_mom,T4_zero,P1,6,0.9634,11.25,-19.42,6.5,96,True
S3_mom,T4_zero,P2,6,0.9023,9.11,-16.24,2.6,96,True
S3_mom,T4_zero,P3,6,0.4565,7.69,-29.65,13.0,96,True
S4_dev,T1_p25,P1,0,0.3395,4.42,-19.45,1.69,96,True
S4_dev,T1_p25,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T1_p25,P3,0,-0.3527,-5.96,-50.5,3.39,96,False
S4_dev,T1_p50,P1,0,0.3036,3.23,-19.45,3.08,96,True
S4_dev,T1_p50,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T1_p50,P3,0,-0.496,-8.35,-56.01,6.17,96,False
S4_dev,T1_p75,P1,0,0.2595,2.02,-12.99,2.22,96,True
S4_dev,T1_p75,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T1_p75,P3,0,-0.6439,-10.76,-63.66,4.44,96,False
S4_dev,T2_rp25,P1,0,0.5064,6.62,-19.64,1.97,96,True
S4_dev,T2_rp25,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T2_rp25,P3,0,-0.0923,-1.57,-51.4,3.94,96,False
S4_dev,T2_rp50,P1,0,0.2346,2.56,-19.45,2.64,96,True
S4_dev,T2_rp50,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T2_rp50,P3,0,-0.578,-9.69,-60.5,5.28,96,False
S4_dev,T2_rp75,P1,0,0.4157,2.92,-8.07,1.86,96,True
S4_dev,T2_rp75,P2,0,0.8479,6.74,-12.03,1.35,96,True
S4_dev,T2_rp75,P3,0,-0.533,-8.96,-59.99,3.72,96,False
S4_dev,T1_p25,P1,1,0.5786,7.69,-21.76,1.67,96,True
S4_dev,T1_p25,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T1_p25,P3,1,0.0334,0.57,-44.19,3.33,96,True
S4_dev,T1_p50,P1,1,0.2491,2.77,-19.98,3.06,96,True
S4_dev,T1_p50,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T1_p50,P3,1,-0.5514,-9.26,-58.8,6.11,96,False
S4_dev,T1_p75,P1,1,0.109,0.93,-17.9,2.22,96,True
S4_dev,T1_p75,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T1_p75,P3,1,-0.7806,-12.94,-70.67,4.44,96,False
S4_dev,T2_rp25,P1,1,0.8226,11.04,-23.03,1.97,96,True
S4_dev,T2_rp25,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T2_rp25,P3,1,0.431,7.27,-37.21,3.94,96,True
S4_dev,T2_rp50,P1,1,0.2348,2.7,-22.99,2.61,96,True
S4_dev,T2_rp50,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T2_rp50,P3,1,-0.5605,-9.41,-59.29,5.22,96,False
S4_dev,T2_rp75,P1,1,0.4237,3.1,-17.9,1.83,96,True
S4_dev,T2_rp75,P2,1,0.8174,6.67,-13.89,1.35,96,True
S4_dev,T2_rp75,P3,1,-0.5115,-8.6,-58.93,3.67,96,False
S4_dev,T1_p25,P1,2,0.5941,8.15,-20.62,1.64,96,True
S4_dev,T1_p25,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T1_p25,P3,2,0.0885,1.5,-34.73,3.28,96,True
S4_dev,T1_p50,P1,2,0.64,7.35,-19.45,3.0,96,True
S4_dev,T1_p50,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T1_p50,P3,2,-0.0059,-0.1,-32.65,6.0,96,False
S4_dev,T1_p75,P1,2,0.5913,5.61,-16.11,2.17,96,True
S4_dev,T1_p75,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T1_p75,P3,2,-0.2111,-3.58,-53.45,4.33,96,False
S4_dev,T2_rp25,P1,2,0.7579,9.95,-20.62,1.97,96,True
S4_dev,T2_rp25,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T2_rp25,P3,2,0.3013,5.1,-39.17,3.94,96,True
S4_dev,T2_rp50,P1,2,0.6323,7.61,-19.45,2.61,96,True
S4_dev,T2_rp50,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T2_rp50,P3,2,0.0244,0.41,-30.83,5.22,96,True
S4_dev,T2_rp75,P1,2,0.6976,5.92,-8.78,1.83,96,True
S4_dev,T2_rp75,P2,2,0.8076,6.85,-12.66,1.36,96,True
S4_dev,T2_rp75,P3,2,-0.1739,-2.95,-53.45,3.67,96,False
S4_dev,T1_p25,P1,3,0.7965,10.87,-19.45,1.64,96,True
S4_dev,T1_p25,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T1_p25,P3,3,0.4112,6.94,-21.12,3.28,96,True
S4_dev,T1_p50,P1,3,0.425,4.93,-19.45,3.06,96,True
S4_dev,T1_p50,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T1_p50,P3,3,-0.2914,-4.94,-53.05,6.11,96,False
S4_dev,T1_p75,P1,3,0.1771,1.72,-19.45,2.22,96,True
S4_dev,T1_p75,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T1_p75,P3,3,-0.6816,-11.37,-65.11,4.44,96,False
S4_dev,T2_rp25,P1,3,0.736,9.94,-19.45,1.97,96,True
S4_dev,T2_rp25,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T2_rp25,P3,3,0.3,5.08,-29.09,3.94,96,True
S4_dev,T2_rp50,P1,3,0.5681,6.9,-19.45,2.61,96,True
S4_dev,T2_rp50,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T2_rp50,P3,3,-0.0593,-1.01,-35.68,5.22,96,False
S4_dev,T2_rp75,P1,3,0.2921,2.51,-19.45,1.83,96,True
S4_dev,T2_rp75,P2,3,0.7378,6.52,-14.15,1.36,96,True
S4_dev,T2_rp75,P3,3,-0.5841,-9.79,-62.87,3.67,96,False
S4_dev,T1_p25,P1,6,0.8719,12.21,-19.45,1.61,96,True
S4_dev,T1_p25,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T1_p25,P3,6,0.5732,9.61,-26.34,3.22,96,True
S4_dev,T1_p50,P1,6,0.553,6.79,-21.37,3.0,96,True
S4_dev,T1_p50,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T1_p50,P3,6,-0.0724,-1.23,-36.3,6.0,96,False
S4_dev,T1_p75,P1,6,0.4438,4.88,-24.98,2.17,96,True
S4_dev,T1_p75,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T1_p75,P3,6,-0.298,-5.05,-49.27,4.33,96,False
S4_dev,T2_rp25,P1,6,0.9231,13.04,-19.42,1.92,96,True
S4_dev,T2_rp25,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T2_rp25,P3,6,0.6755,11.27,-26.34,3.83,96,True
S4_dev,T2_rp50,P1,6,0.7223,9.04,-21.37,2.61,96,True
S4_dev,T2_rp50,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T2_rp50,P3,6,0.1931,3.28,-36.3,5.22,96,True
S4_dev,T2_rp75,P1,6,0.4591,4.55,-23.59,1.83,96,True
S4_dev,T2_rp75,P2,6,0.8498,7.34,-12.01,1.36,96,True
S4_dev,T2_rp75,P3,6,-0.3365,-5.69,-53.45,3.67,96,False
S5_z,T1_p25,P1,0,0.5224,7.83,-23.93,0.5,96,True
S5_z,T1_p25,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T1_p25,P3,0,0.0507,0.86,-42.93,1.0,96,True
S5_z,T1_p50,P1,0,0.2081,2.23,-19.75,1.44,96,True
S5_z,T1_p50,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T1_p50,P3,0,-0.6182,-10.35,-66.65,2.89,96,False
S5_z,T1_p75,P1,0,0.1333,1.24,-19.45,1.44,96,True
S5_z,T1_p75,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T1_p75,P3,0,-0.7409,-12.32,-69.47,2.89,96,False
S5_z,T2_rp25,P1,0,0.2823,3.1,-19.45,0.78,96,True
S5_z,T2_rp25,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T2_rp25,P3,0,-0.5117,-8.61,-61.66,1.56,96,False
S5_z,T2_rp50,P1,0,0.1212,1.16,-19.45,1.33,96,True
S5_z,T2_rp50,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T2_rp50,P3,0,-0.7519,-12.49,-67.62,2.67,96,False
S5_z,T2_rp75,P1,0,0.415,2.92,-8.07,1.22,96,True
S5_z,T2_rp75,P2,0,0.5805,5.2,-15.27,1.14,96,True
S5_z,T2_rp75,P3,0,-0.5336,-8.97,-60.02,2.44,96,False
S5_z,T1_p25,P1,1,0.4259,6.49,-23.93,0.44,96,True
S5_z,T1_p25,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T1_p25,P3,1,-0.1067,-1.81,-52.87,0.89,96,False
S5_z,T1_p50,P1,1,0.3708,4.3,-19.98,1.39,96,True
S5_z,T1_p50,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T1_p50,P3,1,-0.3671,-6.21,-61.55,2.78,96,False
S5_z,T1_p75,P1,1,0.1785,1.88,-19.98,1.44,96,True
S5_z,T1_p75,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T1_p75,P3,1,-0.6615,-11.05,-66.21,2.89,96,False
S5_z,T2_rp25,P1,1,0.3868,4.49,-19.98,0.78,96,True
S5_z,T2_rp25,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T2_rp25,P3,1,-0.3445,-5.83,-61.55,1.56,96,False
S5_z,T2_rp50,P1,1,0.1971,2.15,-19.98,1.33,96,True
S5_z,T2_rp50,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T2_rp50,P3,1,-0.6283,-10.51,-62.74,2.67,96,False
S5_z,T2_rp75,P1,1,0.2683,2.11,-24.4,1.22,96,True
S5_z,T2_rp75,P2,1,0.6539,6.16,-16.93,1.14,96,True
S5_z,T2_rp75,P3,1,-0.6327,-10.58,-64.96,2.44,96,False
S5_z,T1_p25,P1,2,0.4776,7.26,-23.93,0.44,96,True
S5_z,T1_p25,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T1_p25,P3,2,-0.0163,-0.28,-40.84,0.89,96,False
S5_z,T1_p50,P1,2,0.4,4.81,-19.98,1.39,96,True
S5_z,T1_p50,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T1_p50,P3,2,-0.306,-5.18,-53.75,2.78,96,False
S5_z,T1_p75,P1,2,0.4381,4.73,-19.45,1.44,96,True
S5_z,T1_p75,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T1_p75,P3,2,-0.315,-5.33,-54.78,2.89,96,False
S5_z,T2_rp25,P1,2,0.3819,4.6,-19.98,0.78,96,True
S5_z,T2_rp25,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T2_rp25,P3,2,-0.331,-5.6,-53.75,1.56,96,False
S5_z,T2_rp50,P1,2,0.4133,4.71,-20.62,1.33,96,True
S5_z,T2_rp50,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T2_rp50,P3,2,-0.3179,-5.38,-56.24,2.67,96,False
S5_z,T2_rp75,P1,2,0.4521,4.36,-19.45,1.22,96,True
S5_z,T2_rp75,P2,2,0.6233,6.13,-16.3,1.14,96,True
S5_z,T2_rp75,P3,2,-0.3592,-6.07,-56.19,2.44,96,False
S5_z,T1_p25,P1,3,0.644,9.93,-23.93,0.44,96,True
S5_z,T1_p25,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T1_p25,P3,3,0.2987,5.06,-25.21,0.89,96,True
S5_z,T1_p50,P1,3,0.4021,4.85,-19.98,1.39,96,True
S5_z,T1_p50,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T1_p50,P3,3,-0.3009,-5.1,-57.37,2.78,96,False
S5_z,T1_p75,P1,3,0.3587,3.94,-19.45,1.39,96,True
S5_z,T1_p75,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T1_p75,P3,3,-0.4103,-6.93,-55.31,2.78,96,False
S5_z,T2_rp25,P1,3,0.4021,4.85,-19.98,0.78,96,True
S5_z,T2_rp25,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T2_rp25,P3,3,-0.3009,-5.1,-57.37,1.56,96,False
S5_z,T2_rp50,P1,3,0.4484,5.1,-19.45,1.33,96,True
S5_z,T2_rp50,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T2_rp50,P3,3,-0.2713,-4.6,-55.31,2.67,96,False
S5_z,T2_rp75,P1,3,0.4243,4.09,-19.45,1.22,96,True
S5_z,T2_rp75,P2,3,0.5325,5.49,-19.33,1.15,96,True
S5_z,T2_rp75,P3,3,-0.3916,-6.62,-55.65,2.44,96,False
S5_z,T1_p25,P1,6,0.5172,7.75,-23.93,0.44,96,True
S5_z,T1_p25,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T1_p25,P3,6,0.0414,0.7,-33.81,0.89,96,True
S5_z,T1_p50,P1,6,0.3741,5.11,-23.93,1.33,96,True
S5_z,T1_p50,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T1_p50,P3,6,-0.2701,-4.58,-53.41,2.67,96,False
S5_z,T1_p75,P1,6,0.5251,6.04,-17.34,1.39,96,True
S5_z,T1_p75,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T1_p75,P3,6,-0.1601,-2.72,-49.27,2.78,96,False
S5_z,T2_rp25,P1,6,0.4096,5.57,-23.93,0.78,96,True
S5_z,T2_rp25,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T2_rp25,P3,6,-0.2163,-3.67,-53.41,1.56,96,False
S5_z,T2_rp50,P1,6,0.3663,4.45,-23.59,1.33,96,True
S5_z,T2_rp50,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T2_rp50,P3,6,-0.3488,-5.9,-49.45,2.67,96,False
S5_z,T2_rp75,P1,6,0.5233,5.29,-23.59,1.22,96,True
S5_z,T2_rp75,P2,6,0.6542,6.92,-16.19,1.15,96,True
S5_z,T2_rp75,P3,6,-0.249,-4.22,-53.45,2.44,96,False
S6_mom3m,T1_p25,P1,0,0.9159,11.24,-15.11,2.47,96,True
S6_mom3m,T1_p25,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T1_p25,P3,0,0.4554,7.68,-18.33,4.94,96,True
S6_mom3m,T1_p50,P1,0,0.4778,4.24,-14.62,3.64,96,True
S6_mom3m,T1_p50,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T1_p50,P3,0,-0.3735,-6.31,-52.83,7.28,96,False
S6_mom3m,T1_p75,P1,0,0.3846,3.01,-14.62,3.33,96,True
S6_mom3m,T1_p75,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T1_p75,P3,0,-0.5224,-8.78,-57.33,6.67,96,False
S6_mom3m,T2_rp25,P1,0,1.1466,13.46,-8.8,2.47,96,True
S6_mom3m,T2_rp25,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T2_rp25,P3,0,0.7283,12.11,-18.33,4.94,96,True
S6_mom3m,T2_rp50,P1,0,0.6187,5.95,-14.62,3.42,96,True
S6_mom3m,T2_rp50,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T2_rp50,P3,0,-0.1707,-2.9,-38.64,6.83,96,False
S6_mom3m,T2_rp75,P1,0,0.0452,0.28,-14.62,3.17,96,True
S6_mom3m,T2_rp75,P2,0,0.8807,6.57,-10.83,1.68,96,True
S6_mom3m,T2_rp75,P3,0,-0.863,-14.23,-72.06,6.33,96,False
S6_mom3m,T1_p25,P1,1,0.825,10.67,-19.45,2.42,96,True
S6_mom3m,T1_p25,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T1_p25,P3,1,0.3865,6.53,-38.09,4.83,96,True
S6_mom3m,T1_p50,P1,1,0.6667,6.49,-12.99,3.64,96,True
S6_mom3m,T1_p50,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T1_p50,P3,1,-0.1076,-1.83,-55.58,7.28,96,False
S6_mom3m,T1_p75,P1,1,0.7141,5.96,-8.78,3.33,96,True
S6_mom3m,T1_p75,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T1_p75,P3,1,-0.1703,-2.89,-56.68,6.67,96,False
S6_mom3m,T2_rp25,P1,1,1.0095,11.98,-12.99,2.47,96,True
S6_mom3m,T2_rp25,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T2_rp25,P3,1,0.5458,9.17,-23.14,4.94,96,True
S6_mom3m,T2_rp50,P1,1,0.7058,7.08,-12.99,3.42,96,True
S6_mom3m,T2_rp50,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T2_rp50,P3,1,-0.0379,-0.64,-47.4,6.83,96,False
S6_mom3m,T2_rp75,P1,1,0.5825,4.64,-8.78,3.14,96,True
S6_mom3m,T2_rp75,P2,1,0.8893,6.89,-11.53,1.68,96,True
S6_mom3m,T2_rp75,P3,1,-0.3267,-5.53,-63.74,6.28,96,False
S6_mom3m,T1_p25,P1,2,0.5888,7.86,-19.45,2.42,96,True
S6_mom3m,T1_p25,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T1_p25,P3,2,0.0535,0.91,-30.22,4.83,96,True
S6_mom3m,T1_p50,P1,2,0.5323,4.9,-13.69,3.64,96,True
S6_mom3m,T1_p50,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T1_p50,P3,2,-0.2948,-4.99,-55.27,7.28,96,False
S6_mom3m,T1_p75,P1,2,1.0502,8.02,-8.78,3.33,96,True
S6_mom3m,T1_p75,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T1_p75,P3,2,0.073,1.24,-28.51,6.67,96,True
S6_mom3m,T2_rp25,P1,2,0.8736,10.54,-24.4,2.47,96,True
S6_mom3m,T2_rp25,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T2_rp25,P3,2,0.3715,6.28,-45.95,4.94,96,True
S6_mom3m,T2_rp50,P1,2,0.6075,5.68,-13.69,3.42,96,True
S6_mom3m,T2_rp50,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T2_rp50,P3,2,-0.2026,-3.44,-46.0,6.83,96,False
S6_mom3m,T2_rp75,P1,2,0.9359,6.74,-8.78,3.14,96,True
S6_mom3m,T2_rp75,P2,2,0.8491,6.62,-11.15,1.68,96,True
S6_mom3m,T2_rp75,P3,2,-0.0778,-1.32,-39.09,6.28,96,False
S6_mom3m,T1_p25,P1,3,0.5315,7.27,-20.18,2.42,96,True
S6_mom3m,T1_p25,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T1_p25,P3,3,-0.0158,-0.27,-37.7,4.83,96,False
S6_mom3m,T1_p50,P1,3,0.3896,4.18,-19.45,3.64,96,True
S6_mom3m,T1_p50,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T1_p50,P3,3,-0.381,-6.44,-53.04,7.28,96,False
S6_mom3m,T1_p75,P1,3,0.3251,2.65,-16.11,3.33,96,True
S6_mom3m,T1_p75,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T1_p75,P3,3,-0.5669,-9.51,-61.99,6.67,96,False
S6_mom3m,T2_rp25,P1,3,0.5971,7.86,-20.18,2.47,96,True
S6_mom3m,T2_rp25,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T2_rp25,P3,3,0.0543,0.92,-42.04,4.94,96,True
S6_mom3m,T2_rp50,P1,3,0.4483,4.89,-19.45,3.42,96,True
S6_mom3m,T2_rp50,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T2_rp50,P3,3,-0.2966,-5.02,-49.05,6.83,96,False
S6_mom3m,T2_rp75,P1,3,0.2729,2.16,-16.11,3.11,96,True
S6_mom3m,T2_rp75,P2,3,0.7142,6.03,-13.65,1.69,96,True
S6_mom3m,T2_rp75,P3,3,-0.6266,-10.48,-62.52,6.22,96,False
S6_mom3m,T1_p25,P1,6,0.7259,10.52,-25.68,2.39,96,True
S6_mom3m,T1_p25,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T1_p25,P3,6,0.3687,6.23,-43.19,4.78,96,True
S6_mom3m,T1_p50,P1,6,0.325,4.05,-20.53,3.61,96,True
S6_mom3m,T1_p50,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T1_p50,P3,6,-0.3969,-6.7,-54.48,7.22,96,False
S6_mom3m,T1_p75,P1,6,0.3504,3.78,-18.88,3.33,96,True
S6_mom3m,T1_p75,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T1_p75,P3,6,-0.429,-7.24,-63.53,6.67,96,False
S6_mom3m,T2_rp25,P1,6,0.5864,8.25,-25.68,2.39,96,True
S6_mom3m,T2_rp25,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T2_rp25,P3,6,0.0996,1.69,-43.19,4.78,96,True
S6_mom3m,T2_rp50,P1,6,0.5572,6.87,-19.42,3.39,96,True
S6_mom3m,T2_rp50,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T2_rp50,P3,6,-0.063,-1.07,-41.29,6.78,96,False
S6_mom3m,T2_rp75,P1,6,0.2645,2.66,-22.15,3.11,96,True
S6_mom3m,T2_rp75,P2,6,0.7796,6.84,-12.44,1.69,96,True
S6_mom3m,T2_rp75,P3,6,-0.5652,-9.48,-66.05,6.22,96,False
S7_mom6m,T1_p25,P1,0,0.5362,6.9,-19.45,1.75,96,True
S7_mom6m,T1_p25,P2,0,0.7603,5.96,-12.41,1.43,96,True
S7_mom6m,T1_p25,P3,0,-0.0587,-1.0,-39.88,3.5,96,False
S7_mom6m,T1_p50,P1,0,0.419,4.02,-12.99,3.36,96,True
